gene_a,gene_b,score
ERBB4,YAP1,0.994
HRH3,DRD2,0.707
HRH3,DRD1,0.782
PDE4B,PDE4D,0.757
PDE4B,ADCY7,0.841
PDE4B,ADCY3,0.863
ADRB3,PPARA,0.739
ADRB3,SRC,0.894
ADRB3,ADRB1,0.907
PPA2,LHPP,0.934
SMARCA4,PTEN,0.705
SMARCA4,HIF1A,0.715
SMARCA4,EWSR1,0.728
SMARCA4,ALK,0.736
SMARCA4,KLF4,0.742
SMARCA4,MRTFA,0.743
SMARCA4,NF1,0.751
SMARCA4,PBX1,0.755
SMARCA4,DNMT1,0.759
SMARCA4,CHD7,0.787
SMARCA4,FBXW7,0.808
SMARCA4,CDKN2A,0.811
SMARCA4,KDM6A,0.848
SMARCA4,GATA4,0.853
SMARCA4,ESR1,0.859
SMARCA4,AR,0.874
SMARCA4,H3-3A,0.93
SMARCA4,H3C2,0.944
SMARCA4,BCL11A,0.956
SMARCA4,MYC,0.974
SMARCA4,BRCA1,0.983
SMARCA4,HDAC1,0.989
SMARCA4,PARP1,0.996
SMARCA4,CTNNB1,0.998
SMARCA4,ARID1B,0.999
SMARCA4,HDAC2,0.999
ESR2,IGF1R,0.813
ESR2,NCOR2,0.908
ESR2,CYP19A1,0.925
ESR2,SRC,0.995
ESR2,ESR1,0.998
CCR6,CX3CR1,0.709
CCR6,JAK3,0.727
CCR6,CXCR4,0.729
CCR6,JAK2,0.764
CCR6,IL10,0.766
CCR6,CD8A,0.77
CCR6,FGFR1OP,0.771
CCR6,IL17A,0.889
CCR6,CXCL12,0.957
CCR6,CCL20,0.999
IFNAR2,IL1R1,0.7
IFNAR2,IL19,0.705
IFNAR2,IL6,0.828
IFNAR2,IL10,0.885
IFNAR2,IFNGR2,0.893
IFNAR2,JAK3,0.935
IFNAR2,IFNA17,0.937
IFNAR2,JAK2,0.968
IFNAR2,TYK2,0.999
IFNAR2,JAK1,0.999
IFNAR2,IFNA2,0.999
IKZF3,IRF4,0.719
IKZF3,RUNX3,0.85
IKZF3,PAX5,0.899
IMPDH1,GART,0.773
HMGB1,IL10,0.705
HMGB1,TNF,0.753
HMGB1,ITGB3,0.759
HMGB1,HP,0.76
HMGB1,IL6,0.792
HMGB1,ELANE,0.869
HMGB1,TLR7,0.897
HMGB1,CXCR4,0.932
HMGB1,CXCL12,0.984
HMGB1,TLR9,0.997
SH2B3,MPL,0.757
SH2B3,LCK,0.768
SH2B3,TAGAP,0.812
SH2B3,TET2,0.839
SH2B3,NTRK1,0.916
SH2B3,NTRK3,0.927
SH2B3,JAK2,0.988
PDE4D,RYR1,0.707
PDE4D,ADCY3,0.763
PDE4D,ADCY7,0.798
CA7,CA1,0.702
CTSB,LAMP2,0.726
CTSB,PLAU,0.88
CTSB,BCL2,0.947
GATA2,KMT2A,0.726
GATA2,ETS1,0.729
GATA2,CBFB,0.813
GATA2,GATA3,0.844
GATA2,FLI1,0.928
KCNJ11,HNF1A,0.829
KCNJ11,TCF7L2,0.839
KCNJ11,KCNJ8,0.991
SLC26A3,CALM1,0.903
TRAF3IP2,CD40,0.716
TRAF3IP2,TNFAIP3,0.737
TRAF3IP2,IL17A,0.849
TRAF3IP2,IKBKB,0.885
ETFB,HADHA,0.79
ETFB,ACADVL,0.884
ETFB,ETFDH,0.999
ETFB,ETFA,0.999
OCA2,MC1R,0.936
FYN,PIK3CG,0.75
FYN,CD3G,0.754
FYN,ITK,0.775
FYN,JAK2,0.777
FYN,HCK,0.81
FYN,AKT1,0.834
FYN,SNCA,0.836
FYN,CD79B,0.837
FYN,SOS1,0.85
FYN,HRAS,0.855
FYN,PECAM1,0.87
FYN,BTK,0.876
FYN,CD2,0.902
FYN,CTLA4,0.91
FYN,ITGB1,0.923
FYN,PIK3CD,0.936
FYN,PLCG2,0.936
FYN,ABL1,0.949
FYN,PIK3CB,0.951
FYN,CD8A,0.964
FYN,CD3E,0.967
FYN,SYK,0.983
FYN,CTNNB1,0.986
FYN,PIK3R1,0.988
FYN,PTPRC,0.988
FYN,PTPN11,0.988
FYN,YES1,0.994
FYN,LYN,0.996
FYN,LCK,0.998
FYN,SRC,0.999
FN1,ELANE,0.705
FN1,BMPR2,0.706
FN1,SYK,0.709
FN1,BRAF,0.718
FN1,TGFBR2,0.722
FN1,SERPINH1,0.74
FN1,ALK,0.744
FN1,PECAM1,0.748
FN1,COL4A2,0.75
FN1,IL10,0.752
FN1,CD8A,0.753
FN1,MYC,0.775
FN1,BCL2,0.785
FN1,HRAS,0.801
FN1,GSN,0.809
FN1,JAK2,0.824
FN1,SERPINA1,0.825
FN1,PLAU,0.838
FN1,COL18A1,0.838
FN1,PTPRC,0.842
FN1,AKT1,0.846
FN1,COL4A1,0.849
FN1,CTNNB1,0.85
FN1,CXCR4,0.857
FN1,IGF1R,0.875
FN1,CXCL12,0.884
FN1,IL6,0.9
FN1,YES1,0.919
FN1,PGF,0.943
FN1,SRC,0.945
FN1,ABL1,0.963
FN1,ERVW-1,0.963
FN1,ESR1,0.969
FN1,TNF,0.97
FN1,F8,0.975
FN1,DPP4,0.983
FN1,ITGB3,0.999
FN1,ITGB1,0.999
FN1,ITGA4,0.999
PDE5A,ADCY7,0.759
PDE5A,ADCY3,0.853
PDE5A,NPR1,0.859
PDE5A,GUCY1B1,0.888
C5AR1,TNF,0.713
BLM,MYC,0.708
BLM,ATRX,0.71
BLM,CHEK2,0.744
BLM,POLD1,0.761
BLM,TOP2A,0.771
BLM,RAD51B,0.82
BLM,RAD51D,0.868
BLM,RAD50,0.92
BLM,BRCA2,0.935
BLM,BRCA1,0.974
MYH7,MUTYH,0.747
MYH7,MYH11,0.773
MYH7,TPM3,0.785
MYH7,RYR2,0.793
MYH7,RBM20,0.805
MYH7,LDB3,0.839
MYH7,TTN,0.958
MYH7,CSRP3,0.963
MYH7,TNNT2,0.97
MYH7,ACTN2,0.978
MYH7,TPM1,0.993
MYH7,MYH6,0.997
MYH7,MYBPC3,0.998
MYH7,MYL3,0.999
HTR3A,HTR1B,0.742
HTR3A,HTR1D,0.793
HTR3A,HTR2A,0.881
RET,BRCA2,0.705
RET,CTNNB1,0.731
RET,NF1,0.839
RET,HRAS,0.842
RET,SRC,0.859
RET,NRAS,0.868
RET,PTPN11,0.871
RET,PIK3R1,0.898
HP,IL6,0.726
HP,ADAMTS13,0.773
HP,SERPINA1,0.961
HP,HBB,0.995
SPRED2,NF1,0.884
PTGER3,PTGS1,0.7
PTGER3,PTGS2,0.802
FDPS,DHCR24,0.795
RSPO3,CTNNB1,0.738
RSPO3,FURIN,0.739
IGF2R,CDKN1C,0.729
IGF2R,TGFBR2,0.769
IGF2R,PLAU,0.873
IGF2R,IGF1R,0.887
IGF2R,DPP4,0.945
CCRL2,IL1R1,0.708
CCRL2,TNF,0.745
CCRL2,CD8A,0.753
CCRL2,FGFR1OP,0.759
CCRL2,IL10,0.781
CCRL2,IL6,0.849
CCRL2,IL17A,0.873
CCRL2,CXCL12,0.886
CCRL2,CCL20,0.999
PLN,RYR2,0.744
PLN,PPP1CB,0.901
SSTR2,DRD2,0.878
NR3C2,AR,0.71
NR3C2,MME,0.763
PAX5,MS4A1,0.712
PAX5,BCL11A,0.72
PAX5,ETV6,0.72
PAX5,GATA3,0.723
PAX5,FOXO1,0.779
PAX5,MYC,0.784
PAX5,MME,0.843
PAX5,CD79B,0.86
PAX5,PRDM1,0.907
PAX5,IRF4,0.95
PAX5,ETS1,0.996
NF1,IDH1,0.75
NF1,BRCA2,0.75
NF1,ATRX,0.753
NF1,CDKN2A,0.772
NF1,AKT1,0.803
NF1,RAF1,0.812
NF1,SOS1,0.834
NF1,PTPN11,0.852
NF1,PTEN,0.874
NF1,BRCA1,0.876
NF1,BRAF,0.903
NF1,NRAS,0.994
NF1,HRAS,0.994
TPM1,RBM20,0.743
TPM1,DMD,0.781
TPM1,TTN,0.794
TPM1,CSRP3,0.84
TPM1,MYH11,0.882
TPM1,ACTN2,0.904
TPM1,MYBPC3,0.932
TPM1,MYL3,0.949
TPM1,MYH6,0.949
TPM1,TPM3,0.998
TPM1,TNNT2,0.999
CX3CR1,CD8A,0.703
CX3CR1,JAK3,0.704
CX3CR1,IL10,0.725
CX3CR1,PTPRC,0.75
CX3CR1,SRC,0.754
CX3CR1,CXCR4,0.79
CX3CR1,JAK2,0.824
CX3CR1,CCL20,0.933
CX3CR1,CXCL12,0.99
EPHA2,PGF,0.704
EPHA2,PIK3R1,0.733
EPHA2,CTNNB1,0.759
EPHA2,LYN,0.775
EPHA2,ITGB1,0.819
EPHA2,PTPN11,0.877
EPHA2,ABL1,0.951
STAT4,IL21,0.72
STAT4,TNF,0.734
STAT4,EOMES,0.736
STAT4,CA1,0.762
STAT4,PPIA,0.768
STAT4,IL17A,0.779
STAT4,GATA3,0.809
STAT4,CD8A,0.813
STAT4,PTPN22,0.84
STAT4,IL6,0.861
STAT4,IRF5,0.863
STAT4,FHL1,0.9
STAT4,IL10,0.941
STAT4,TYK2,0.973
STAT4,JAK3,0.973
STAT4,JAK2,0.977
STAT4,JAK1,0.988
CCL20,IL17A,0.806
CCL20,IL10,0.835
CCL20,TNF,0.931
CCL20,IL6,0.935
CCL20,CXCR4,0.958
CCL20,CXCL12,0.999
MYPN,TTN,0.802
MYPN,CSRP3,0.826
MYPN,ACTN2,0.942
TGFBR2,IL10,0.704
TGFBR2,BMPR1A,0.728
TGFBR2,PIK3R1,0.772
TGFBR2,CTNNB1,0.802
TGFBR2,ACVR1,0.81
TGFBR2,TNF,0.813
TGFBR2,SRC,0.854
TGFBR2,YAP1,0.932
TGFBR2,ALK,0.947
PDE3A,NPR1,0.775
PDE3A,ADCY3,0.809
PDE3A,ADCY7,0.81
PDE3A,GUCY1B1,0.813
DNMT1,CDKN2A,0.703
DNMT1,WT1,0.722
DNMT1,BRCA1,0.799
DNMT1,ATRX,0.814
DNMT1,CTNNB1,0.817
DNMT1,AKT1,0.822
DNMT1,KDM6A,0.829
DNMT1,MYC,0.837
DNMT1,TET2,0.874
DNMT1,BCL11A,0.899
DNMT1,TET1,0.902
DNMT1,H3C2,0.92
DNMT1,PARP1,0.952
DNMT1,HDAC2,0.999
DNMT1,HDAC1,0.999
CALCR,TNFSF11,0.779
CALCR,CALCRL,0.906
RYR1,CACNA1B,0.744
RYR1,DMD,0.758
RYR1,CACNA1F,0.822
RYR1,JPH2,0.825
RYR1,RYR3,0.954
RYR1,RYR2,0.972
RYR1,CALM1,0.98
RYR1,CACNA1S,0.997
RYR1,FKBP1A,0.999
COL18A1,COL4A2,0.733
COL18A1,COL4A1,0.774
COL18A1,ITGB1,0.863
PTPN22,CD3E,0.713
PTPN22,TRAF1,0.723
PTPN22,IL2RA,0.733
PTPN22,IRF5,0.803
PTPN22,TNFAIP3,0.807
PTPN22,FCRL3,0.809
PTPN22,JAK1,0.857
PTPN22,CTLA4,0.864
PTPN22,PADI4,0.867
PTPN22,CD8A,0.91
PTPN22,LCK,0.924
F8,F5,0.846
F8,PROS1,0.901
F8,SERPINC1,0.906
F8,ADAMTS13,0.95
F8,F11,0.966
F8,F7,0.969
F8,F10,0.997
CUX1,EOMES,0.784
CUX1,EWSR1,0.834
COL4A2,ITGA4,0.744
COL4A2,ITGB3,0.748
COL4A2,ITGB1,0.776
COL4A2,SERPINH1,0.88
COL4A2,COL4A1,0.999
DPP4,ERVW-1,0.73
DPP4,ADORA2A,0.767
DPP4,CXCL12,0.832
DPP4,MGAM,0.885
DPP4,MME,0.962
DPP4,GLP1R,0.965
DPP4,ITGB1,0.967
DPP4,CXCR4,0.985
DPP4,PTPRC,0.99
DPP4,ADA,0.999
TLR9,FGFR1,0.701
TLR9,FGFR2,0.704
TLR9,IFIH1,0.72
TLR9,IFNA17,0.744
TLR9,PTPRC,0.751
TLR9,IL1R1,0.801
TLR9,SYK,0.824
TLR9,IFNA2,0.833
TLR9,CD40,0.845
TLR9,CD8A,0.85
TLR9,IL10,0.868
TLR9,IL6,0.895
TLR9,TNF,0.896
TLR9,BTK,0.911
TLR9,IRAK1,0.988
TLR9,TLR7,0.992
NTRK3,TPM3,0.725
NTRK3,NRAS,0.757
NTRK3,HRAS,0.783
NTRK3,NTRK1,0.8
NTRK3,PLCG2,0.912
NTRK3,ABL1,0.915
NTRK3,ETV6,0.972
COMT,DRD1,0.715
COMT,DRD3,0.783
COMT,TH,0.789
COMT,HTR2A,0.864
COMT,OPRM1,0.87
COMT,DRD2,0.924
COMT,DDC,0.981
COMT,MAOB,0.996
TOP1,CDKN2A,0.72
TOP1,BRCA1,0.724
TOP1,PARP1,0.936
TOP1,TOP2A,0.994
PNP,CDA,0.947
PNP,TYMP,0.965
PNP,XDH,0.997
PNP,ADA,0.998
MT-CYB,NCF4,0.824
MT-CYB,AKT1,0.829
MT-CYB,PTGS1,0.896
MT-CYB,NCF2,0.95
MT-CYB,MT-ND4,0.999
MT-CYB,MT-ND5,0.999
MTOR,NRAS,0.705
MTOR,CD274,0.711
MTOR,MYC,0.73
MTOR,IL10,0.74
MTOR,JAK2,0.742
MTOR,ESR1,0.745
MTOR,LAMP2,0.758
MTOR,FOXO1,0.758
MTOR,BCL2,0.765
MTOR,IKBKB,0.769
MTOR,IL6,0.772
MTOR,HIF1A,0.789
MTOR,SRC,0.793
MTOR,PIK3CG,0.857
MTOR,IGF1R,0.872
MTOR,IRS4,0.918
MTOR,FBXW7,0.921
MTOR,PRKCB,0.937
MTOR,PTEN,0.942
MTOR,PIK3CD,0.942
MTOR,PIK3CB,0.943
MTOR,PIK3R1,0.956
MTOR,FKBP1A,0.999
MTOR,AKT1,0.999
CD3E,IL2RA,0.718
CD3E,IL10,0.739
CD3E,CD274,0.808
CD3E,CD52,0.846
CD3E,PTPRC,0.912
CD3E,ITK,0.935
CD3E,CD2,0.959
CD3E,LCK,0.98
CD3E,CD8A,0.995
CD3E,SYK,0.997
CD3E,CD3G,0.999
PTGS1,IL6,0.708
PTGS1,TBXAS1,0.866
PTGS1,MT-ND5,0.883
PTGS1,MT-ND4,0.888
PTGS1,PTGS2,0.946
PTGS1,PTGDS,0.949
PTGS1,ALOX5,0.97
MT-ND5,MT-ND4,0.999
DRD2,HTR2A,0.799
DRD2,SLC18A2,0.814
DRD2,TH,0.841
DRD2,CNR1,0.99
DRD2,ADORA2A,0.997
DMD,TNNT2,0.701
DMD,ADRA1D,0.712
DMD,TPM3,0.721
DMD,EMD,0.768
DMD,MYH6,0.783
DMD,TTN,0.857
DMD,SGCB,0.992
QKI,BRAF,0.74
QKI,MED12,0.994
CACNA1S,JPH2,0.771
CACNA1S,RYR2,0.801
CACNA1S,PRKCB,0.902
CACNA1S,HTR2A,0.909
CACNA1S,FKBP1A,0.918
CACNA1S,CALM1,0.944
CACNA1S,CACNA1F,0.988
RYR2,TNNT2,0.732
RYR2,MYBPC3,0.744
RYR2,JPH2,0.768
RYR2,ACTN2,0.769
RYR2,TTN,0.774
RYR2,JUP,0.804
RYR2,CALM1,0.844
RYR2,PPP1CB,0.942
RYR2,FKBP1A,0.982
RYR2,RYR3,0.995
ACTN2,RBM20,0.747
ACTN2,MYBPC3,0.802
ACTN2,MYL3,0.878
ACTN2,TNNT2,0.913
ACTN2,CSRP3,0.971
ACTN2,LDB3,0.973
ACTN2,MYH6,0.973
ACTN2,TTN,0.999
EGLN1,CUL2,0.775
EGLN1,PRKCB,0.905
EGLN1,EGLN2,0.942
EGLN1,HIF1A,0.999
PARP1,HIF1A,0.707
PARP1,PTEN,0.726
PARP1,TNF,0.735
PARP1,LMNA,0.735
PARP1,TOP2A,0.742
PARP1,ESR1,0.746
PARP1,CTNNB1,0.749
PARP1,MYC,0.762
PARP1,FOXO1,0.766
PARP1,CHEK2,0.775
PARP1,ABL1,0.789
PARP1,AKT1,0.825
PARP1,CDKN1A,0.856
PARP1,EWSR1,0.861
PARP1,HDAC2,0.882
PARP1,HDAC1,0.9
PARP1,BCL2,0.917
PARP1,BRCA1,0.974
PARP1,BRCA2,0.985
H3-3A,IDH1,0.726
H3-3A,KDM6A,0.734
H3-3A,H3C2,0.858
H3-3A,MLLT3,0.913
H3-3A,KMT2A,0.926
H3-3A,SETD2,0.968
H3-3A,ATRX,0.976
FGFR1OP,FGFR1,0.867
FGFR1OP,RNASET2,0.885
PDE10A,PDE7A,0.741
PDE10A,PDE4A,0.742
PDE10A,NPR1,0.755
PDE10A,ADCY3,0.756
PDE10A,ADCY7,0.756
PDE10A,GUCY1B1,0.784
AVPR1B,CRHR1,0.895
AVPR1B,AVPR2,0.939
MDM4,BCL2,0.728
MDM4,PTEN,0.732
MDM4,CDKN1A,0.754
MDM4,BRCA1,0.77
MDM4,CHEK2,0.92
MDM4,CDKN2A,0.963
NR5A2,HSD3B2,0.7
NR5A2,KLF4,0.704
NR5A2,NR1H4,0.705
NR5A2,NCOR2,0.724
NR5A2,CTNNB1,0.961
CDC73,HDAC1,0.708
CDC73,MYC,0.732
CDC73,CASR,0.855
CDC73,AFF1,0.92
CDC73,MLLT3,0.946
CDC73,CTNNB1,0.98
PTGS2,XDH,0.704
PTGS2,MYC,0.715
PTGS2,PPARA,0.729
PTGS2,BCL2,0.745
PTGS2,CTNNB1,0.768
PTGS2,AKT1,0.775
PTGS2,SRC,0.778
PTGS2,IL10,0.789
PTGS2,HIF1A,0.831
PTGS2,TNF,0.916
PTGS2,PTGDS,0.945
PTGS2,IL6,0.96
PTGS2,ALOX5,0.973
NCF2,PRKCB,0.922
NCF2,AKT1,0.994
NCF2,NCF4,0.999
SOAT1,DHCR24,0.94
SERPINC1,PROS1,0.743
SERPINC1,ELANE,0.753
SERPINC1,F5,0.817
SERPINC1,F7,0.909
SERPINC1,F11,0.969
SERPINC1,F10,0.998
F5,F11,0.725
F5,SERPINA1,0.773
F5,F7,0.797
F5,PROS1,0.972
F5,F10,0.995
TCF21,WT1,0.748
SLAMF7,CD2,0.853
FCRL3,MS4A1,0.7
FCRL3,PTPN11,0.741
FCRL3,SYK,0.8
LMNA,DSP,0.724
LMNA,TTN,0.727
LMNA,BRCA1,0.765
LMNA,SUN1,0.997
LMNA,EMD,0.999
LMNA,SUN2,0.999
RIT1,BRAF,0.72
RIT1,LZTR1,0.855
IL6R,IFNA17,0.716
IL6R,IL19,0.725
IL6R,IL5RA,0.734
IL6R,IL21,0.744
IL6R,IFNA2,0.752
IL6R,CXCL12,0.79
IL6R,PTPN11,0.805
IL6R,IL4R,0.828
IL6R,IL2RA,0.831
IL6R,IL1R1,0.834
IL6R,CSF3R,0.84
IL6R,IL11RA,0.883
IL6R,JAK3,0.891
IL6R,PLCG2,0.91
IL6R,IL10,0.923
IL6R,SRC,0.937
IL6R,TYK2,0.962
IL6R,JAK2,0.963
IL6R,TNF,0.982
IL6R,JAK1,0.986
IL6R,IL6,0.999
ROS1,NRAS,0.736
ROS1,CD274,0.761
ROS1,TPM3,0.769
NPR1,PDE1C,0.72
NPR1,PDE6C,0.743
NPR1,PDE1A,0.745
NPR1,PDE6B,0.77
BAG3,LITAF,0.701
BAG3,HDAC6,0.729
BAG3,LDB3,0.824
BAG3,HSPA1L,0.861
BAG3,BCL2,0.986
PRDM1,IL2RA,0.704
PRDM1,EOMES,0.748
PRDM1,CD40,0.773
PRDM1,HDAC1,0.785
PRDM1,HDAC2,0.901
PRDM1,IRF4,0.938
SV2A,VAMP2,0.712
PNLIP,PLPP3,0.704
PNLIP,MGAM,0.722
PNLIP,AMY2A,0.811
PNLIP,AGK,0.902
PNLIP,LPL,0.922
PNLIP,LIPF,0.998
ADRB1,TPM3,0.708
SHOC2,LZTR1,0.749
SHOC2,PTPN11,0.768
SHOC2,BRAF,0.857
SHOC2,SOS1,0.865
SHOC2,PPP1CB,0.979
SHOC2,RAF1,0.983
SHOC2,NRAS,0.987
SHOC2,HRAS,0.99
CD2,CD226,0.744
CD2,IL2RA,0.769
CD2,MME,0.77
CD2,CTLA4,0.825
CD2,CD52,0.871
CD2,PTPRC,0.872
CD2,ITK,0.909
CD2,CD3G,0.93
CD2,LCK,0.986
CD2,CD8A,0.998
CNR1,HTR2A,0.76
CNR1,TRPV1,0.781
CNR1,ADCY3,0.906
CNR1,ADCY7,0.907
CNR1,ADORA2A,0.956
RBM20,MYH6,0.731
RBM20,CSRP3,0.792
RBM20,TNNT2,0.802
RBM20,LDB3,0.818
RBM20,MYBPC3,0.843
RBM20,TTN,0.921
NRAS,LCK,0.7
NRAS,ABL1,0.704
NRAS,JAK1,0.714
NRAS,FBXW7,0.715
NRAS,CTNNB1,0.719
NRAS,YES1,0.728
NRAS,BCL2,0.764
NRAS,TET2,0.766
NRAS,JAK3,0.776
NRAS,IDH1,0.777
NRAS,WT1,0.785
NRAS,LYN,0.794
NRAS,AKT1,0.815
NRAS,ETV6,0.838
NRAS,JAK2,0.852
NRAS,LZTR1,0.87
NRAS,PTEN,0.872
NRAS,CSF2RB,0.901
NRAS,PRKCB,0.918
NRAS,HRAS,0.932
NRAS,SYK,0.933
NRAS,PIK3CB,0.947
NRAS,MAP3K1,0.949
NRAS,PTPN11,0.952
NRAS,PIK3CD,0.954
NRAS,PIK3R1,0.956
NRAS,IGF1R,0.96
NRAS,FGFR1,0.966
NRAS,SRC,0.97
NRAS,FGFR2,0.977
NRAS,CDKN2A,0.984
NRAS,ALK,0.986
NRAS,PIK3CG,0.991
NRAS,SOS1,0.992
NRAS,BRAF,0.999
NRAS,RAF1,0.999
PHTF1,HNF1A,0.791
EMD,FHL1,0.709
EMD,CTNNB1,0.973
EMD,SUN2,0.993
EMD,SUN1,0.998
CYP17A1,AR,0.797
CYP17A1,FSHR,0.825
CYP17A1,CYP3A4,0.948
CYP17A1,CYP19A1,0.971
CYP17A1,SRD5A2,0.986
CYP17A1,HSD3B2,0.994
HTR1B,MAOB,0.802
HTR1B,HTR2A,0.839
HTR1B,HTR1D,0.952
IRAK1,IL10,0.721
IRAK1,IL6,0.723
IRAK1,CD40,0.77
IRAK1,IRF5,0.868
IRAK1,TNF,0.899
IRAK1,IKBKB,0.903
IRAK1,BTK,0.915
IRAK1,TLR7,0.972
IRAK1,IL1R1,0.999
PTGFR,AGTR1,0.783
ANGPTL3,TEK,0.882
ANGPTL3,APOA5,0.885
ANGPTL3,LPL,0.993
PLPP3,LPL,0.917
PLPP3,UGCG,0.923
CACNA1B,CALM1,0.936
PDE6C,ADCY7,0.719
PDE6C,GUCY1B1,0.75
PDE6C,ADCY3,0.751
CPT2,ETFDH,0.758
CPT2,HADHA,0.841
CPT2,PPARA,0.859
CPT2,CPT1B,0.942
CPT2,ACADVL,0.995
CARD9,IFIH1,0.765
CARD9,IKBKB,0.949
CARD9,MALT1,0.999
CARD9,SYK,0.999
EPS15,FGFR2,0.702
EPS15,IGF1R,0.703
EPS15,VAMP2,0.759
EPS15,CLTCL1,0.939
PTEN,NFE2L2,0.707
PTEN,MAP3K1,0.712
PTEN,CD274,0.714
PTEN,IL10,0.717
PTEN,ALK,0.722
PTEN,PTPN11,0.745
PTEN,BMPR1A,0.753
PTEN,ATRX,0.779
PTEN,CDKN1A,0.792
PTEN,JAK2,0.794
PTEN,ESR1,0.807
PTEN,CHEK2,0.81
PTEN,BCL2,0.815
PTEN,BRCA1,0.821
PTEN,HRAS,0.823
PTEN,HIF1A,0.83
PTEN,PIK3CG,0.836
PTEN,SRC,0.837
PTEN,IDH1,0.841
PTEN,BRCA2,0.877
PTEN,IGF1R,0.88
PTEN,FBXW7,0.884
PTEN,AR,0.892
PTEN,FOXO1,0.903
PTEN,MYC,0.908
PTEN,CDKN2A,0.923
PTEN,PLCG2,0.931
PTEN,OTUD3,0.941
PTEN,CTNNB1,0.943
PTEN,BRAF,0.943
PTEN,FRK,0.947
PTEN,IKBKB,0.952
PTEN,PIP4K2A,0.957
PTEN,PIK3CD,0.973
PTEN,PIK3CB,0.984
PTEN,AKT1,0.988
PTEN,PIK3R1,0.997
BMPR1A,CTNNB1,0.703
BMPR1A,MUTYH,0.719
BMPR1A,BMPR1B,0.997
BMPR1A,ACVR1,0.999
BMPR1A,BMPR2,0.999
IRS4,IKBKB,0.911
IRS4,PIK3CD,0.919
IRS4,JAK2,0.921
IRS4,PIK3CG,0.944
IRS4,PIK3CB,0.965
IRS4,IGF1R,0.968
IRS4,PIK3R1,0.989
CD40,LYN,0.717
CD40,TLR7,0.74
CD40,CXCR4,0.75
CD40,MAP3K1,0.787
CD40,IL4R,0.79
CD40,PTPRC,0.798
CD40,IL17A,0.856
CD40,CD274,0.857
CD40,IKBKB,0.857
CD40,FAS,0.865
CD40,TNFSF11,0.878
CD40,IL6,0.891
CD40,IL10,0.901
CD40,CD8A,0.915
CD40,CD83,0.951
CD40,TNFSF13B,0.959
CD40,TRAF1,0.968
CD40,CTLA4,0.973
CD40,TNF,0.992
ABL1,FBXW7,0.718
ABL1,PBX1,0.729
ABL1,SOS1,0.745
ABL1,CDKN2A,0.763
ABL1,HRAS,0.782
ABL1,MYC,0.785
ABL1,WWTR1,0.79
ABL1,SNCA,0.823
ABL1,PIK3R1,0.832
ABL1,AFF1,0.845
ABL1,CDKN1A,0.878
ABL1,YAP1,0.886
ABL1,ETV6,0.932
ABL1,CTNNB1,0.949
ABL1,BRCA1,0.956
ABL1,NTRK1,0.958
MPL,IL10,0.707
MPL,IFNA17,0.741
MPL,IFNA2,0.744
MPL,JAK3,0.778
MPL,IL6,0.787
MPL,JAK1,0.813
MPL,TYK2,0.826
MPL,JAK2,0.982
SET,KMT2A,0.743
SET,SETBP1,0.774
SET,XPO1,0.885
PLAU,MYC,0.708
PLAU,TNF,0.751
PLAU,IL6,0.763
ADA,SLC29A1,0.736
ADA,XDH,0.761
ADA,ADORA2A,0.907
CCND3,AKT1,0.761
CCND3,CDKN2A,0.975
CCND3,CDKN1C,0.992
CCND3,CDKN1A,0.999
CSF3R,CSF2RB,0.726
CSF3R,SETBP1,0.727
CSF3R,IL19,0.728
CSF3R,IFNA2,0.74
CSF3R,IFNA17,0.74
CSF3R,IL10,0.773
CSF3R,SYK,0.774
CSF3R,ELANE,0.804
CSF3R,HCK,0.82
CSF3R,PTPN11,0.873
CSF3R,TYK2,0.896
CSF3R,IL6,0.899
CSF3R,LYN,0.916
CSF3R,JAK3,0.948
CSF3R,JAK1,0.961
CSF3R,JAK2,0.983
GLP1R,GIPR,0.743
GLP1R,TCF7L2,0.752
GLP1R,MGAM,0.785
CYSLTR1,TBXA2R,0.75
CYSLTR1,ALOX5,0.782
ATRX,RAD51B,0.712
ATRX,ARID1B,0.751
ATRX,SETD2,0.762
ATRX,CHEK2,0.788
ATRX,BRCA1,0.858
ATRX,IDH1,0.888
ATRX,BRCA2,0.891
ATRX,H3C2,0.964
HDAC1,PBX1,0.706
HDAC1,FOXO1,0.728
HDAC1,HDAC6,0.735
HDAC1,KLF4,0.735
HDAC1,RXRA,0.755
HDAC1,AKT1,0.758
HDAC1,CDKN2A,0.794
HDAC1,TOP2A,0.809
HDAC1,KMT2A,0.809
HDAC1,ZEB2,0.839
HDAC1,MEF2A,0.864
HDAC1,TET2,0.882
HDAC1,CDKN1A,0.903
HDAC1,GATA3,0.911
HDAC1,BCL11A,0.913
HDAC1,TCF7L2,0.926
HDAC1,TET1,0.951
HDAC1,BRCA1,0.958
HDAC1,AR,0.964
HDAC1,HIF1A,0.983
HDAC1,CTNNB1,0.985
HDAC1,MYC,0.991
HDAC1,ESR1,0.998
HDAC1,NCOR2,0.999
HDAC1,HDAC2,0.999
SRC,AGTR1,0.704
SRC,CALCRL,0.72
SRC,CTLA4,0.73
SRC,CD8A,0.735
SRC,CDKN2A,0.745
SRC,BCL2L11,0.748
SRC,AVPR2,0.752
SRC,IL6,0.787
SRC,CXCL12,0.789
SRC,MYC,0.805
SRC,FAS,0.807
SRC,ALK,0.813
SRC,TRPV4,0.822
